probe_id,mean_tumor,mean_normal,mean_difference_tumor_minus_normal,t_statistic,p_value,fdr_bh,entrez_id,gene_symbol,minus_log10_fdr,abs_diff
gene_23057,3.8057394347468927,4.241274141764191,-0.4355347070172986,-7.5346360335751985,2.65210609564493e-08,4.130903715445367e-07,23057,NMNAT2,6.383954927593759,0.4355347070172986
gene_4486,5.921806285263699,4.897641397142101,1.0241648881215983,7.505346714165562,2.71388417599943e-08,4.2105193198167973e-07,4486,MST1R,6.375664335560663,1.0241648881215983
gene_11346,5.7632373090681925,6.581984593413283,-0.8187472843450907,-8.98671830671651,2.712664044132e-08,4.2105193198167973e-07,11346,SYNPO,6.375664335560663,0.8187472843450907
gene_8818,6.7781398100757695,6.171303884116965,0.6068359259588041,6.834623635700831,2.763586670285156e-08,4.279224301027819e-07,8818,DPM2,6.3686349488173954,0.6068359259588041
gene_3673,4.777333450458321,3.793294738850861,0.98403871160746,6.75351815524317,2.849523363419803e-08,4.4029574263148657e-07,3673,ITGA2,6.356255513860464,0.98403871160746
gene_1956,5.186245264446274,5.938222511742739,-0.7519772472964652,-7.686642413581093,2.862756138809658e-08,4.4029574263148657e-07,1956,EGFR,6.356255513860464,0.7519772472964652
gene_9736,6.697537791073724,6.0198727332119315,0.6776650578617929,7.654790397603779,2.8589229760497936e-08,4.4029574263148657e-07,9736,USP34,6.356255513860464,0.6776650578617929
gene_79057,3.9659807190094494,4.628569248688665,-0.6625885296792156,-8.337136707912027,2.8657972864706106e-08,4.4029574263148657e-07,79057,PRRG3,6.356255513860464,0.6625885296792156
gene_23531,6.813215709230864,10.381697632856094,-3.56848192362523,-9.234808788422448,2.8717986341142448e-08,4.403610449242756e-07,23531,MMD,6.356191106418504,3.56848192362523
gene_891,6.6154194266059445,4.447747648114942,2.1676717784910027,8.196224678950337,2.902826589421529e-08,4.442562321058491e-07,891,CCNB1,6.352366471119292,2.1676717784910027
gene_81620,5.245963504004348,4.445201810644896,0.8007616933594521,7.336893712823489,2.9195393533848753e-08,4.45949753842947e-07,81620,CDT1,6.350714071462846,0.8007616933594521
gene_11237,5.837067378901297,5.231655736891137,0.6054116420101598,6.926374189887996,2.9297790632857386e-08,4.466499085476347e-07,11237,RNF24,6.3500327505977365,0.6054116420101598
gene_4627,7.852021372145346,6.927654718031112,0.9243666541142339,7.858985034597335,2.9459385342637628e-08,4.474828820141538e-07,4627,MYH9,6.349223573507817,0.9243666541142339
gene_54910,6.935254222011885,6.271136403983299,0.6641178180285863,6.985349920799436,2.946575897775864e-08,4.474828820141538e-07,54910,SEMA4C,6.349223573507817,0.6641178180285863
gene_54518,4.540871157801953,5.3472973571376405,-0.8064261993356876,-8.386019868079982,2.9689497615240183e-08,4.500152834310014e-07,54518,APBB1IP,6.346772736453466,0.8064261993356876
gene_1287,5.432913801127725,4.302680299119683,1.1302335020080418,7.827270014039269,3.0722338728214306e-08,4.647783696105525e-07,1287,COL4A5,6.332754091842701,1.1302335020080418
gene_2145,4.561646193627574,5.001409975103703,-0.43976378147612927,-8.58850905997484,3.105796997341818e-08,4.68957531319471e-07,2145,EZH1,6.328866485107349,0.43976378147612927
gene_54961,6.755858924182867,6.320701557711583,0.4351573664712838,6.5500907772882675,3.1728303343663196e-08,4.78164907452115e-07,54961,SSH3,6.320422299945755,0.4351573664712838
gene_10267,6.17000371541967,5.1383796683512974,1.0316240470683722,6.319939128814195,3.19511712721481e-08,4.806064753069591e-07,10267,RAMP1,6.318210382156471,1.0316240470683722
gene_2806,8.992168722708291,7.762824849219804,1.229343873488487,7.717166693853403,3.214777075165368e-08,4.826443833190287e-07,2806,GOT2,6.316372743462781,1.229343873488487
gene_8434,4.247244920153133,4.85390217751256,-0.6066572573594273,-8.155008552676174,3.222514050349474e-08,4.828879213588197e-07,8434,RECK,6.3161536576206085,0.6066572573594273
gene_3978,6.399004411071521,5.337115894422518,1.0618885166490033,8.673825309408278,3.302557620820161e-08,4.930112954937016e-07,3978,LIG1,6.307143130389325,1.0618885166490033
gene_25865,5.520772884522786,5.049628944759114,0.47114393976367186,7.020923815627981,3.2975613250201756e-08,4.930112954937016e-07,25865,PRKD2,6.307143130389325,0.47114393976367186
gene_5796,6.760841618028245,5.745380431845426,1.0154611861828187,7.0534779269119054,3.3721623486410005e-08,5.024521899475091e-07,5796,PTPRK,6.298905256553863,1.0154611861828187
gene_7701,5.895310131097408,5.502296328499265,0.39301380259814245,7.042621194258453,3.3887326761129886e-08,5.039702814174061e-07,7701,ZNF142,6.297595072675442,0.39301380259814245
gene_55796,4.534334955573462,5.37802291000787,-0.843687954434408,-7.434162281381788,3.4236450595452615e-08,5.082053578050551e-07,55796,MBNL3,6.29396076066915,0.843687954434408
gene_6586,4.710435028839682,5.88229881840973,-1.1718637895700477,-8.868777070963269,3.464464343822683e-08,5.132997171326027e-07,6586,SLIT3,6.289628975068642,1.1718637895700477
gene_8932,4.46953445131191,4.803689653465986,-0.3341552021540757,-7.744766477169233,3.4800100474088e-08,5.146374409061292e-07,8932,MBD2,6.288498621181585,0.3341552021540757
gene_23287,4.473808649936197,5.102263970555147,-0.6284553206189498,-8.065416219364344,3.5032772026678216e-08,5.171099078405194e-07,23287,AGTPBP1,6.286417141053606,0.6284553206189498
gene_10521,8.065627147790755,7.205618510829062,0.8600086369616928,7.653589350953872,3.553677609860031e-08,5.23570747855684e-07,10521,DDX17,6.281024625680763,0.8600086369616928
gene_10062,6.005385283025399,7.599179699145691,-1.593794416120292,-7.657154467840549,3.5908391699310946e-08,5.280606503714312e-07,10062,NR1H3,6.277316193737147,1.593794416120292
gene_9050,4.963389043903149,4.30756791304209,0.6558211308610593,6.028180275137232,3.642243748814236e-08,5.33632632363377e-07,9050,PSTPIP2,6.2727576205794815,0.6558211308610593
gene_8526,3.4380572072666453,3.212504847997726,0.22555235926891948,6.406975429174701,3.63737343585884e-08,5.33632632363377e-07,8526,DGKE,6.2727576205794815,0.22555235926891948
gene_22838,7.1500903061099095,6.305042586044479,0.8450477200654305,7.134000455133257,3.702228960097132e-08,5.414167055164268e-07,22838,RNF44,6.26646834811913,0.8450477200654305
gene_5140,4.042371937469232,6.5856453752543045,-2.5432734377850723,-9.625933598599318,3.757204930811829e-08,5.464207613005711e-07,5140,PDE3B,6.262472807959428,2.5432734377850723
gene_4921,5.721097769180256,8.215256105681984,-2.4941583365017284,-9.26567800331889,3.7563831772886264e-08,5.464207613005711e-07,4921,DDR2,6.262472807959428,2.4941583365017284
gene_11096,5.156941664263323,7.607799729300348,-2.450858065037025,-8.821923746663792,3.7499103861210876e-08,5.464207613005711e-07,11096,ADAMTS5,6.262472807959428,2.450858065037025
gene_7020,5.738465151278544,4.264537828444935,1.4739273228336094,8.64759974555481,3.778224433743579e-08,5.484676167881074e-07,7020,TFAP2A,6.260849009411803,1.4739273228336094
gene_10114,4.902458133421243,5.24077141980379,-0.33831328638254643,-7.568155987464538,3.8438390844508294e-08,5.569687568790495e-07,10114,HIPK3,6.254169165859641,0.33831328638254643
gene_1525,5.942155679194063,4.244041193300014,1.698114485894049,7.73854616952034,3.876657629206429e-08,5.593970971544127e-07,1525,CXADR,6.2522797916167825,1.698114485894049
gene_55630,7.168713190052085,5.820496340489673,1.3482168495624114,6.8034655549698,3.881848920357327e-08,5.593970971544127e-07,55630,SLC39A4,6.2522797916167825,1.3482168495624114
gene_23242,5.104004946460565,4.040142063261818,1.0638628831987464,7.121856535116552,3.875378193688638e-08,5.593970971544127e-07,23242,COBL,6.2522797916167825,1.0638628831987464
gene_9121,5.868419194310296,5.353193989055913,0.5152252052543833,6.106255768315699,3.9102692120264865e-08,5.62466228913901e-07,9121,SLC16A5,6.249903547948389,0.5152252052543833
gene_79870,3.5455764795954714,4.109748715477171,-0.5641722358816992,-6.479224238670408,3.974479473542201e-08,5.706629891375048e-07,79870,BAALC,6.243620293097748,0.5641722358816992
gene_4282,10.819349058249882,9.146830101975102,1.6725189562747804,8.18975698100358,4.0148443794317947e-08,5.75412451259036e-07,4282,MIF,6.240020744714401,1.6725189562747804
gene_116832,5.43000448230894,4.732892713610396,0.6971117686985435,6.214200805990852,4.051325763672461e-08,5.795891223862577e-07,116832,RPL39L,6.236879773877114,0.6971117686985435
gene_1183,3.5053236616818126,4.030095189430389,-0.5247715277485763,-8.226165314056662,4.145269229665202e-08,5.913485774491774e-07,1183,CLCN4,6.228156443592513,0.5247715277485763
gene_488,6.458029776495974,6.074444621419967,0.3835851550760072,7.318144762346129,4.148500847243818e-08,5.913485774491774e-07,488,ATP2A2,6.228156443592513,0.3835851550760072
gene_9452,6.547190292958267,8.617966352357422,-2.0707760593991553,-7.524799071741349,4.244067398255205e-08,6.038810854778624e-07,9452,ITM2A,6.219048572976939,2.0707760593991553
gene_29763,4.6250143263011925,3.8931067268826087,0.7319075994185837,7.574956100435366,4.2551901296553224e-08,6.043747563648935e-07,29763,PACSIN3,6.218693683645359,0.7319075994185837
gene_79573,6.237344493392177,5.697599415356565,0.5397450780356126,6.234554744455785,4.350132084790673e-08,6.167503244810044e-07,79573,TTC13,6.209890613349742,0.5397450780356126
gene_348995,5.59023035872779,5.1623854387271075,0.4278449200006822,7.317185033641942,4.4280529201974136e-08,6.266726507311644e-07,348995,NUP43,6.2029592583807975,0.4278449200006822
gene_64754,7.676420257134605,6.468597306820781,1.2078229503138243,7.336402709009253,4.447548321136228e-08,6.283057082649873e-07,64754,SMYD3,6.201828994626375,1.2078229503138243
gene_2065,5.53669352282643,4.19476172989588,1.3419317929305494,8.563842441328715,4.614981336525806e-08,6.496347168367966e-07,2065,ERBB3,6.187330774210581,1.3419317929305494
gene_10152,5.932141835715523,5.499801557334666,0.432340278380857,7.610191846721084,4.614662262764129e-08,6.496347168367966e-07,10152,ABI2,6.187330774210581,0.432340278380857
gene_2335,8.425792247459954,6.900821183272917,1.5249710641870369,7.670392068161007,4.642000962569407e-08,6.522447167067663e-07,2335,FN1,6.185589430072725,1.5249710641870369
gene_1434,7.777524574792159,7.232853302407343,0.5446712723848162,6.587110098822274,4.650041477851202e-08,6.522447167067663e-07,1434,CSE1L,6.185589430072725,0.5446712723848162
gene_638,7.462371033425688,6.165156448902185,1.2972145845235028,7.291922180486874,4.676825384768709e-08,6.548384763035194e-07,638,BIK,6.1838658106966,1.2972145845235028
gene_23077,7.8404442434105945,8.809161846410221,-0.968717602999627,-7.85994046087694,4.7865788802513536e-08,6.690197065016803e-07,23077,MYCBP2,6.174561089558203,0.968717602999627
gene_443,3.563100566113678,6.089646935761431,-2.526546369647753,-9.369357770760445,4.8129853405665675e-08,6.715220006087312e-07,443,ASPA,6.17293975427382,2.526546369647753
gene_1193,4.24657757441788,5.431871955764774,-1.1852943813468944,-7.904718441998538,4.832301231725665e-08,6.718430075165066e-07,1193,CLIC2,6.172732198575242,1.1852943813468944
gene_7048,5.87631202402633,7.032260116908454,-1.1559480928821246,-7.8814046349153015,4.829800270462532e-08,6.718430075165066e-07,7048,TGFBR2,6.172732198575242,1.1559480928821246
gene_8724,9.2520842373093,10.599650612906247,-1.3475663755969478,-7.983673614708729,4.948599433913127e-08,6.868029829457286e-07,8724,SNX3,6.163167827264679,1.3475663755969478
gene_10279,4.593256583348442,3.707423972111424,0.8858326112370176,6.322085026743242,4.995147237026066e-08,6.920469777332429e-07,10279,PRSS16,6.159864423638862,0.8858326112370176
gene_10262,7.5041228508407425,6.743016200180829,0.7611066506599133,7.115096080585629,5.0231635641087364e-08,6.947096789100996e-07,10262,SF3B4,6.158196650358458,0.7611066506599133
gene_2618,4.867918545631392,4.551277203159785,0.31664134247160725,6.752358711899606,5.0427166591285185e-08,6.961946408590544e-07,2618,GART,6.157269324134607,0.31664134247160725
gene_55326,4.660721260555957,3.9725199615552924,0.6882012990006645,7.152336600984767,5.100169070405782e-08,7.028976465793099e-07,55326,AGPAT5,6.153107910772619,0.6882012990006645
gene_2976,6.73543396329319,6.206196633050846,0.5292373302423439,7.231358569970879,5.1666058817729035e-08,7.108133562432164e-07,2976,GTF3C2,6.148244420359939,0.5292373302423439
gene_6135,10.368961748862509,10.957505847579405,-0.5885440987168966,-6.233000693737057,5.2388056198037776e-08,7.194930083407031e-07,6135,RPL11,6.142973421955041,0.5885440987168966
gene_11339,4.577595991634015,3.89354209213008,0.6840538995039354,6.346170978824813,5.311505255144817e-08,7.282110590256703e-07,11339,OIP5,6.137742729909966,0.6840538995039354
gene_64577,3.636993497806702,2.9136823248034447,0.7233111730032573,5.897290760686158,5.439808030758689e-08,7.445089084731607e-07,64577,ALDH8A1,6.128130101299866,0.7233111730032573
gene_10657,8.01598878688445,7.673493885287107,0.34249490159734197,6.437476744173564,5.4777803010755534e-08,7.484088414808589e-07,10657,KHDRBS1,6.12586109051507,0.34249490159734197
gene_23513,7.688161863759293,6.429548106995378,1.2586137567639142,7.730455159905226,5.568089217465092e-08,7.594335155495999e-07,23513,SCRIB,6.119510240357852,1.2586137567639142
gene_10458,5.31605480358913,4.841062742273727,0.47499206131540284,6.966196022310445,5.6035695235188146e-08,7.629549746073806e-07,10458,BAIAP2,6.117501090952776,0.47499206131540284
gene_9794,7.544547916334966,7.068262955609031,0.47628496072593496,6.629097910484058,5.650340569117447e-08,7.679989582499222e-07,9794,MAML1,6.114639369065646,0.47628496072593496
gene_80114,4.042736499235572,4.94568064356729,-0.9029441443317188,-7.8244962225263786,5.709596977025049e-08,7.747197135320758e-07,80114,BICC1,6.110855392827299,0.9029441443317188
gene_5348,4.197084851090898,6.314705439956974,-2.1176205888660764,-9.018618343239117,5.727211218924428e-08,7.757767923815816e-07,5348,FXYD1,6.110263216604193,2.1176205888660764
gene_80760,4.46492224842627,7.6621788101972035,-3.197256561770933,-8.919421399805678,5.740377406028635e-08,7.762287735515091e-07,80760,ITIH5,6.110010262700055,3.197256561770933
gene_7360,6.171888793689901,7.777447075365361,-1.6055582816754592,-8.845206304636324,5.901750341754777e-08,7.966858538262817e-07,7360,UGP2,6.098712894218554,1.6055582816754592
gene_27289,6.346954748494738,5.3965754597979005,0.9503792886968379,6.862194908574055,5.9360655044858975e-08,7.999506704594733e-07,27289,RND1,6.096936793267783,0.9503792886968379
gene_552,3.3903567378644537,3.837329748930241,-0.44697301106578724,-8.592116534452405,5.954156595507895e-08,8.010217143905596e-07,552,AVPR1A,6.096355710742011,0.44697301106578724
gene_54674,4.217557227629963,7.029205883166763,-2.8116486555368,-8.942157168373544,5.986427307431566e-08,8.039934769861747e-07,54674,LRRN3,6.094747474784387,2.8116486555368
gene_8880,5.833265549312143,5.240536425528595,0.5927291237835481,7.3016295830405324,6.00138163717214e-08,8.046334599108386e-07,8880,FUBP1,6.09440191166968,0.5927291237835481
gene_80781,7.385645467046437,6.504246823037551,0.8813986440088861,7.090461642068108,6.038995011700108e-08,8.083041289389109e-07,80781,COL18A1,6.092425202754331,0.8813986440088861
gene_2350,5.490307331840483,6.713709862722645,-1.2234025308821623,-8.554790526349167,6.053222181011017e-08,8.088374883831472e-07,2350,FOLR2,6.092138728064149,1.2234025308821623
gene_51203,7.109094860533495,4.404488036645958,2.704606823887537,8.483391890287823,6.232699039249877e-08,8.314125728539911e-07,51203,NUSAP1,6.080183412257247,2.704606823887537
gene_10265,7.648579321969823,5.242011261219629,2.4065680607501942,7.67845618171868,6.271733962410664e-08,8.352088212674033e-07,10265,IRX5,6.078204927407516,2.4065680607501942
gene_29927,7.04479264150306,6.218690831510923,0.8261018099921369,7.398861864084373,6.318762663534594e-08,8.400550295274864e-07,29927,SEC61A1,6.075692263655577,0.8261018099921369
gene_55872,4.405269339094425,2.8736672368658795,1.5316021022285455,7.1470434695382234,6.344816414350535e-08,8.421010962038012e-07,55872,PBK,6.074635767303359,1.5316021022285455
gene_3991,5.178053808093203,6.911001060682819,-1.7329472525896161,-8.922941871528025,6.376482151062194e-08,8.448838850157408e-07,3991,LIPE,6.0732029733722195,1.7329472525896161
gene_26986,9.126162127005385,8.813343226331478,0.31281890067390705,6.410538403152982,6.524284672389708e-08,8.63019699461667e-07,26986,PABPC1,6.063979290878239,0.31281890067390705
