probe_id,mean_tumor,mean_normal,mean_difference_tumor_minus_normal,t_statistic,p_value,fdr_bh,entrez_id,gene_symbol,minus_log10_fdr
gene_4311,4.736195470302775,8.192499290134103,-3.4563038198313283,-10.387367489504744,3.453928207386232e-09,7.371802987494344e-08,4311,MME,7.1324262798809865
gene_3682,8.229979017374534,9.478517943766224,-1.2485389263916904,-8.497754942239927,3.5196912876077006e-09,7.478628002372971e-08,3682,ITGAE,7.126178068666477
gene_780,8.311217017571359,6.571981952382889,1.7392350651884696,8.981560746515498,3.781880429886636e-09,7.964135934617271e-08,780,DDR1,7.098861335893453
gene_26053,7.778637836292549,6.0419308043184365,1.7367070319741122,8.303416986974442,3.8107916088453235e-09,8.003675886981787e-08,26053,AUTS2,7.096710506660685
gene_6574,6.943359581817144,5.240630483341138,1.7027290984760057,9.408757469533727,4.147486254332038e-09,8.596508910881916e-08,6574,SLC20A1,7.065677882309772
gene_684,8.812333290574916,7.585974646414906,1.22635864416001,6.838691559468062,4.294895716945139e-09,8.855559132301766e-08,684,BST2,7.052784012632329
gene_3479,5.018042230578384,7.638053695009357,-2.6200114644309727,-9.717467402240905,4.405457521405093e-09,9.059869282952088e-08,3479,IGF1,7.042878068338875
gene_1366,6.402372914233637,4.974787676317688,1.4275852379159488,8.452533820491754,4.4663117182576126e-09,9.161159386774121e-08,1366,CLDN7,7.038049560893725
gene_580,6.013763125244336,4.519297036135139,1.4944660891091965,9.05225444308395,4.7199354683920924e-09,9.656303210852942e-08,580,BARD1,7.015189105717996
gene_658,5.369546535989131,3.7878684209106446,1.5816781150784864,6.651259055859372,4.886054341526486e-09,9.944631735833675e-08,658,BMPR1B,7.002411294797625
gene_2317,8.438679305750647,6.918130370879039,1.5205489348716075,8.636565614933202,4.934249268762346e-09,9.991222173183653e-08,2317,FLNB,7.000381383585396
gene_948,5.178326456716486,9.359229627835626,-4.18090317111914,-9.561862879550608,4.956857298881584e-09,1.0011330457613266e-07,948,CD36,6.999508203039759
gene_10525,7.559872691424944,6.431315659802498,1.1285570316224467,8.221071524757484,5.125857421542843e-09,1.0221943448970664e-07,10525,HYOU1,6.990466526028788
gene_1534,7.658880013188058,6.619328210408381,1.0395518027796768,9.034898969352467,5.196167380769081e-09,1.0308247965278684e-07,1534,CYB561,6.986815143025966
gene_10112,6.533915611990194,4.820592830945071,1.7133227810451226,8.429008113165061,5.354645674856526e-09,1.0571409223585497e-07,10112,KIF20A,6.975867115130365
gene_10401,7.235835524967037,6.154312313818161,1.081523211148876,7.954036254295171,5.639073797714387e-09,1.1077553676753858e-07,10401,PIAS3,6.955556136899011
gene_1001,7.533904597208706,5.561457418998367,1.9724471782103388,7.683311505742044,5.710670161423816e-09,1.1162663926921751e-07,1001,CDH3,6.952232150317524
gene_9535,6.796829551556458,8.172822969551277,-1.3759934179948186,-8.065148741755454,5.77009569668473e-09,1.1220830341425981e-07,9535,GMFG,6.949975004099786
gene_126393,4.328799565366005,5.534157532103488,-1.2053579667374832,-9.75175313607273,5.7830542597953325e-09,1.1220830341425981e-07,126393,HSPB6,6.949975004099786
gene_51809,7.5359018586965325,5.252975864037556,2.282925994658976,8.532036249709572,6.178030112089139e-09,1.1928582835004384e-07,51809,GALNT7,6.9234111492463475
gene_1999,6.696740207087041,4.7427250932418366,1.9540151138452044,8.974152603726067,6.600320899186281e-09,1.271286198557904e-07,1999,ELF3,6.895756667807542
gene_2252,3.896003199766632,5.419432266521633,-1.5234290667550008,-9.398740757521248,6.984309161756076e-09,1.3313997897431096e-07,2252,FGF7,6.875691515968857
gene_8870,10.664897404941426,8.646563968615895,2.0183334363255305,8.702654768858304,7.141872650470813e-09,1.3525028374284894e-07,8870,IER3,6.868861815109938
gene_1832,9.898556892861944,5.907163424892373,3.991393467969571,9.902944771445735,7.41885593130256e-09,1.3916082016507438e-07,1832,DSP,6.856483020337524
gene_79083,9.639267426338403,6.889927979209503,2.7493394471289,7.82433369470687,7.503622562748645e-09,1.404173160616731e-07,79083,MLPH,6.852579332332144
gene_10653,10.31845509863996,6.946750863383553,3.3717042352564075,9.912552931886708,8.370112734432441e-09,1.5443640248554435e-07,10653,SPINT2,6.811250323590814
gene_32,5.3620742658290155,7.55594419740116,-2.193869931572144,-10.265514932218572,9.155670283020778e-09,1.6659522632491955e-07,32,ACACB,6.778337447169617
gene_4582,8.1902052786963,5.774473419317267,2.415731859379034,8.272281150439596,9.9633839823882e-09,1.796366285591772e-07,4582,MUC1,6.745605104421422
gene_2995,5.453940181002443,7.1231159607957455,-1.669175779793303,-9.48612990635096,1.0219146056347956e-08,1.8382823782911117e-07,2995,GYPC,6.735587775912824
gene_27134,6.620187587367445,5.2578427041664515,1.3623448832009935,8.393092659936045,1.0315459426905647e-08,1.851390524869861e-07,27134,TJP3,6.732501963252983
gene_430,5.83599447357681,4.833339397520964,1.002655076055846,6.542621409140861,1.1238963525514881e-08,1.998966102725023e-07,430,ASCL2,6.699194570326251
gene_10103,6.502579912375991,5.374537485346866,1.1280424270291247,6.378844459883939,1.360053130434118e-08,2.3605141914369735e-07,10103,TSPAN1,6.626993384241732
gene_4680,6.874380838726308,4.575627829522558,2.2987530092037503,6.809047185628781,1.4463113621506059e-08,2.4992386929766597e-07,4680,CEACAM6,6.602192264044723
gene_7357,8.120205761900824,7.040267160062248,1.0799386018385757,6.916757982521778,1.499021019076378e-08,2.567845767385283e-07,7357,UGCG,6.590431064865273
gene_1645,4.904061195939633,7.379108901258966,-2.4750477053193327,-9.578141028566668,1.50615711401154e-08,2.574485439253059e-07,1645,AKR1C1,6.58930956010784
gene_5728,6.483817300577072,7.5887504517719835,-1.1049331511949116,-8.540861116543214,1.517809292216868e-08,2.588799131886956e-07,5728,PTEN,6.586901645701617
gene_6692,6.511078531729417,5.017806537513529,1.4932719942158883,8.624195746374554,1.590879619932958e-08,2.6848851843395495e-07,6692,SPINT1,6.5710742816120735
gene_1730,4.360999494103824,5.568631518954955,-1.2076320248511312,-8.904806357855394,1.631847444790922e-08,2.741850908832747e-07,1730,DIAPH2,6.561956164145929
gene_51299,4.959445537658826,7.6214448374035975,-2.661999299744772,-9.167841220994843,1.6502213924844093e-08,2.7609742238240214e-07,51299,NRN1,6.558937647871149
gene_7153,5.853253584344028,3.710050140254616,2.1432034440894117,8.579458573693342,1.6862548103192527e-08,2.809357433985472e-07,7153,TOP2A,6.551393002082839
gene_6337,6.38409612022018,5.334210497161625,1.0498856230585547,8.081558498095426,1.899443041861615e-08,3.138054749284764e-07,6337,SCNN1A,6.503339483596488
gene_4915,4.005832059589392,5.138202945907465,-1.132370886318073,-8.058208643263967,1.9539404338612125e-08,3.2213502309398735e-07,4915,NTRK2,6.491962055343052
gene_5603,7.1216469219526335,5.189897130260772,1.9317497916918613,8.686935633436795,1.973905724346186e-08,3.2474861469087146e-07,5603,MAPK13,6.4884526928596875
gene_10615,6.463882171606584,5.277674073589597,1.1862080980169871,7.8201017218484195,1.9804260791085458e-08,3.2488755160993117e-07,10615,SPAG5,6.488266928761781
gene_54869,6.335276341869912,5.32880680859257,1.0064695332773423,8.23700306822672,2.102198275331305e-08,3.422898923771405e-07,54869,EPS8L1,6.465605925138036
gene_6768,6.160750916591893,4.7845606892861205,1.3761902273057727,8.823967427763577,2.1115744077368393e-08,3.431091172406959e-07,6768,ST14,6.464567741533695
gene_4212,6.39414831202682,7.996811665146153,-1.6026633531193335,-7.6637527761707105,2.4680796868694547e-08,3.961468554310586e-07,4212,MEIS2,6.402143787104199
gene_3664,5.233289501323806,3.9478856063380277,1.285403894985778,8.215190379857228,2.478955471867764e-08,3.9628160650485287e-07,3664,IRF6,6.401996085068862
gene_27129,3.9944411914936686,5.660844831339091,-1.6664036398454223,-9.821066045156373,2.5555788062216207e-08,4.029494856978573e-07,27129,HSPB7,6.3947493942006135
gene_24147,6.477153148001662,5.36014633734127,1.117006810660392,7.170601896052134,2.5777706587646733e-08,4.0310207707454707e-07,24147,FJX1,6.394584964040721
gene_928,6.884503970448031,5.839544579928716,1.044959390519315,8.067617199507724,2.6009362080180828e-08,4.059208149153913e-07,928,CD9,6.391558678243889
gene_4486,5.921806285263699,4.897641397142101,1.0241648881215983,7.505346714165562,2.71388417599943e-08,4.2105193198167973e-07,4486,MST1R,6.375664335560663
gene_23531,6.813215709230864,10.381697632856094,-3.56848192362523,-9.234808788422448,2.8717986341142448e-08,4.403610449242756e-07,23531,MMD,6.356191106418504
gene_891,6.6154194266059445,4.447747648114942,2.1676717784910027,8.196224678950337,2.902826589421529e-08,4.442562321058491e-07,891,CCNB1,6.352366471119292
gene_1287,5.432913801127725,4.302680299119683,1.1302335020080418,7.827270014039269,3.0722338728214306e-08,4.647783696105525e-07,1287,COL4A5,6.332754091842701
gene_10267,6.17000371541967,5.1383796683512974,1.0316240470683722,6.319939128814195,3.19511712721481e-08,4.806064753069591e-07,10267,RAMP1,6.318210382156471
gene_2806,8.992168722708291,7.762824849219804,1.229343873488487,7.717166693853403,3.214777075165368e-08,4.826443833190287e-07,2806,GOT2,6.316372743462781
gene_3978,6.399004411071521,5.337115894422518,1.0618885166490033,8.673825309408278,3.302557620820161e-08,4.930112954937016e-07,3978,LIG1,6.307143130389325
gene_5796,6.760841618028245,5.745380431845426,1.0154611861828187,7.0534779269119054,3.3721623486410005e-08,5.024521899475091e-07,5796,PTPRK,6.298905256553863
gene_6586,4.710435028839682,5.88229881840973,-1.1718637895700477,-8.868777070963269,3.464464343822683e-08,5.132997171326027e-07,6586,SLIT3,6.289628975068642
gene_10062,6.005385283025399,7.599179699145691,-1.593794416120292,-7.657154467840549,3.5908391699310946e-08,5.280606503714312e-07,10062,NR1H3,6.277316193737147
gene_11096,5.156941664263323,7.607799729300348,-2.450858065037025,-8.821923746663792,3.7499103861210876e-08,5.464207613005711e-07,11096,ADAMTS5,6.262472807959428
gene_4921,5.721097769180256,8.215256105681984,-2.4941583365017284,-9.26567800331889,3.7563831772886264e-08,5.464207613005711e-07,4921,DDR2,6.262472807959428
gene_5140,4.042371937469232,6.5856453752543045,-2.5432734377850723,-9.625933598599318,3.757204930811829e-08,5.464207613005711e-07,5140,PDE3B,6.262472807959428
gene_7020,5.738465151278544,4.264537828444935,1.4739273228336094,8.64759974555481,3.778224433743579e-08,5.484676167881074e-07,7020,TFAP2A,6.260849009411803
gene_23242,5.104004946460565,4.040142063261818,1.0638628831987464,7.121856535116552,3.875378193688638e-08,5.593970971544127e-07,23242,COBL,6.2522797916167825
gene_1525,5.942155679194063,4.244041193300014,1.698114485894049,7.73854616952034,3.876657629206429e-08,5.593970971544127e-07,1525,CXADR,6.2522797916167825
gene_55630,7.168713190052085,5.820496340489673,1.3482168495624114,6.8034655549698,3.881848920357327e-08,5.593970971544127e-07,55630,SLC39A4,6.2522797916167825
gene_4282,10.819349058249882,9.146830101975102,1.6725189562747804,8.18975698100358,4.0148443794317947e-08,5.75412451259036e-07,4282,MIF,6.240020744714401
gene_9452,6.547190292958267,8.617966352357422,-2.0707760593991553,-7.524799071741349,4.244067398255205e-08,6.038810854778624e-07,9452,ITM2A,6.219048572976939
gene_64754,7.676420257134605,6.468597306820781,1.2078229503138243,7.336402709009253,4.447548321136228e-08,6.283057082649873e-07,64754,SMYD3,6.201828994626375
gene_2065,5.53669352282643,4.19476172989588,1.3419317929305494,8.563842441328715,4.614981336525806e-08,6.496347168367966e-07,2065,ERBB3,6.187330774210581
gene_2335,8.425792247459954,6.900821183272917,1.5249710641870369,7.670392068161007,4.642000962569407e-08,6.522447167067663e-07,2335,FN1,6.185589430072725
gene_638,7.462371033425688,6.165156448902185,1.2972145845235028,7.291922180486874,4.676825384768709e-08,6.548384763035194e-07,638,BIK,6.1838658106966
gene_443,3.563100566113678,6.089646935761431,-2.526546369647753,-9.369357770760445,4.8129853405665675e-08,6.715220006087312e-07,443,ASPA,6.17293975427382
gene_7048,5.87631202402633,7.032260116908454,-1.1559480928821246,-7.8814046349153015,4.829800270462532e-08,6.718430075165066e-07,7048,TGFBR2,6.172732198575242
gene_1193,4.24657757441788,5.431871955764774,-1.1852943813468944,-7.904718441998538,4.832301231725665e-08,6.718430075165066e-07,1193,CLIC2,6.172732198575242
gene_8724,9.2520842373093,10.599650612906247,-1.3475663755969478,-7.983673614708729,4.948599433913127e-08,6.868029829457286e-07,8724,SNX3,6.163167827264679
gene_23513,7.688161863759293,6.429548106995378,1.2586137567639142,7.730455159905226,5.568089217465092e-08,7.594335155495999e-07,23513,SCRIB,6.119510240357852
gene_5348,4.197084851090898,6.314705439956974,-2.1176205888660764,-9.018618343239117,5.727211218924428e-08,7.757767923815816e-07,5348,FXYD1,6.110263216604193
gene_80760,4.46492224842627,7.6621788101972035,-3.197256561770933,-8.919421399805678,5.740377406028635e-08,7.762287735515091e-07,80760,ITIH5,6.110010262700055
gene_7360,6.171888793689901,7.777447075365361,-1.6055582816754592,-8.845206304636324,5.901750341754777e-08,7.966858538262817e-07,7360,UGP2,6.098712894218554
gene_54674,4.217557227629963,7.029205883166763,-2.8116486555368,-8.942157168373544,5.986427307431566e-08,8.039934769861747e-07,54674,LRRN3,6.094747474784387
gene_2350,5.490307331840483,6.713709862722645,-1.2234025308821623,-8.554790526349167,6.053222181011017e-08,8.088374883831472e-07,2350,FOLR2,6.092138728064149
gene_51203,7.109094860533495,4.404488036645958,2.704606823887537,8.483391890287823,6.232699039249877e-08,8.314125728539911e-07,51203,NUSAP1,6.080183412257247
gene_10265,7.648579321969823,5.242011261219629,2.4065680607501942,7.67845618171868,6.271733962410664e-08,8.352088212674033e-07,10265,IRX5,6.078204927407516
gene_55872,4.405269339094425,2.8736672368658795,1.5316021022285455,7.1470434695382234,6.344816414350535e-08,8.421010962038012e-07,55872,PBK,6.074635767303359
gene_3991,5.178053808093203,6.911001060682819,-1.7329472525896161,-8.922941871528025,6.376482151062194e-08,8.448838850157408e-07,3991,LIPE,6.0732029733722195
gene_6385,8.912847506495824,6.914301397553982,1.9985461089418424,8.051053854455638,6.56117783077217e-08,8.650020255360239e-07,6385,SDC4,6.062982875566298
gene_80303,9.513769477047546,7.400869283710092,2.1129001933374543,7.279783795326917,6.585608093837712e-08,8.667757852839401e-07,80303,EFHD1,6.062093229867747
gene_8317,5.236949059790292,3.7551852162500485,1.4817638435402434,7.193755978605552,6.652909195494764e-08,8.728544443308652e-07,8317,CDC7,6.059058172439163
gene_79148,4.54428300916455,6.081283531318844,-1.537000522154294,-9.104674146315586,6.653898638561237e-08,8.728544443308652e-07,79148,MMP28,6.059058172439163
gene_6652,6.485079315235037,5.040133820924931,1.4449454943101063,7.545831074414398,6.871572668814899e-08,8.999139198280474e-07,6652,SORD,6.045799030484665
gene_2819,4.11333018576359,6.567769773983369,-2.4544395882197794,-9.07557900736352,7.11913785813883e-08,9.292534159623528e-07,2819,GPD1,6.031865833750263
gene_10916,8.521936616234369,7.029148076088103,1.4927885401462655,7.298926298953832,7.171210797252466e-08,9.345058030677016e-07,10916,MAGED2,6.029417997407187
gene_6285,4.100386343878172,8.45913978054372,-4.358753436665549,-8.531405623654388,7.222161224535497e-08,9.395948466253182e-07,6285,S100B,6.027059373853058
gene_8614,7.27632828274734,5.6712772248744985,1.6050510578728412,6.258255261861742,7.495473856706512e-08,9.671855726537798e-07,8614,STC2,6.014490190397475
gene_51226,5.533015832100488,6.921133510782236,-1.3881176786817484,-8.587702460906394,7.942436835301103e-08,1.011635865941497e-06,51226,COPZ2,5.9949757818341975
gene_2037,5.705086325763417,7.78146928118382,-2.076382955420403,-8.28456122012799,8.146372809711074e-08,1.0342750173358256e-06,2037,EPB41L2,5.985363965467985
gene_6662,6.8498378515993705,4.5438147868376,2.3060230647617708,7.620988335338727,8.50198804387862e-08,1.0742431933201515e-06,6662,SOX9,5.9688973894363455
gene_2774,3.5402037484680955,4.8249193600845155,-1.28471561161642,-8.572649653302234,8.67511842983085e-08,1.0943675757248278e-06,2774,GNAL,5.960836782850196
gene_57130,7.1223236246641815,5.956699979908434,1.1656236447557475,7.49187810544357,8.750618200593243e-08,1.1021312907509544e-06,57130,ATP13A1,5.957766667324196
gene_10848,6.745511942111492,5.418463918841146,1.327048023270346,7.850517849504386,8.776024607533223e-08,1.1035711198358257e-06,10848,PPP1R13L,5.957199673415807
gene_10351,3.644853815522326,5.172726297170419,-1.5278724816480929,-8.290770063478336,8.925506150596754e-08,1.1205838167132365e-06,10351,ABCA8,5.950555653832479
gene_56521,5.328321077264179,4.06592363949342,1.2623974377707592,6.278672373857125,9.486051651677735e-08,1.1853061691977703e-06,56521,DNAJC12,5.926169455207786
gene_3875,10.626222755138983,6.840813689617743,3.7854090655212396,8.340933372036453,9.501079574542219e-08,1.185308458138387e-06,3875,KRT18,5.926168616544034
gene_10866,5.986122816158703,4.9058143229013975,1.0803084932573057,6.067041553113025,9.615526617971333e-08,1.1976942224309087e-06,10866,HCP5,5.921654045437068
gene_26298,5.6272541239575276,4.065619265404009,1.5616348585535187,7.167951341244254,9.698449823616982e-08,1.204224186432442e-06,26298,EHF,5.919292654384591
gene_1036,4.090701781411903,9.081579446628226,-4.990877665216322,-8.61790775973768,9.932343719195096e-08,1.2274760305240012e-06,1036,CDO1,5.910986979785685
gene_3952,4.927337243082053,11.033065275363862,-6.105728032281809,-8.599254189627047,1.0199359577663946e-07,1.2526336327342487e-06,3952,LEP,5.902175931837326
gene_112399,5.710274914906631,4.528115580219329,1.1821593346873023,6.420458296483178,1.0537467276998386e-07,1.2861573274568199e-06,112399,EGLN3,5.890705903676798
gene_9194,4.258750326041174,7.900160368646266,-3.6414100426050924,-8.720681028569789,1.0692052985064364e-07,1.2990021911238968e-06,9194,SLC16A7,5.886390116369455
gene_477,3.498682858193595,6.192799788155608,-2.6941169299620134,-8.828109326116591,1.0921059584826685e-07,1.3232808984558677e-06,477,ATP1A2,5.878347956492398
gene_55930,8.127883336780497,6.501516558936588,1.6263667778439093,7.361740106230699,1.127318094569947e-07,1.359149769896011e-06,55930,MYO5C,5.866732684065501
gene_9467,7.998388281862716,9.140647134409585,-1.1422588525468695,-6.989150957882606,1.1324284965632464e-07,1.363229853256091e-06,9467,SH3BP5,5.865430911894845
gene_33,3.2541866511987294,6.2587115765288885,-3.004524925330159,-8.893859344762086,1.2164096945470543e-07,1.4598764981516853e-06,33,ACADL,5.835683882873033
gene_762,3.804567817028117,5.964269070315758,-2.159701253287641,-8.714923153178415,1.25646486953482e-07,1.5011048524533241e-06,762,CA4,5.823588971146818
gene_1756,4.273294448855026,5.569095123805547,-1.295800674950521,-7.566916335448758,1.2584566915064957e-07,1.501213367496495e-06,1756,DMD,5.823557577083284
gene_259266,5.101552276361785,3.5948132342867285,1.5067390420750564,7.271081385222013,1.2616793630045524e-07,1.5027876213645477e-06,259266,ASPM,5.823102390927798
gene_9370,5.988037793296151,10.858648272699511,-4.870610479403361,-7.8626837205452285,1.273478201262238e-07,1.5145568306276948e-06,9370,ADIPOQ,5.8197144260188445
gene_2791,5.1515160946083585,7.285326015551003,-2.133809920942644,-8.423344582797638,1.2849965575724572e-07,1.5251435204621502e-06,2791,GNG11,5.816689286014287
gene_274,6.15133396368963,7.754999480007818,-1.6036655163181885,-7.906845034220619,1.299718306114944e-07,1.5388119135516811e-06,274,BIN1,5.812814460024615
gene_3745,3.709860480426279,5.173322401189516,-1.463461920763237,-8.372506110690647,1.3283256908067855e-07,1.5600810829878014e-06,3745,KCNB1,5.80685282922306
gene_35,5.7065147985955935,6.7670122091163805,-1.060497410520787,-8.064756808381393,1.3640383429006166e-07,1.5928316628961658e-06,35,ACADS,5.797830119828706
gene_30846,6.582170807795717,7.73928512538355,-1.1571143175878333,-8.259073799687798,1.3675318063107515e-07,1.5928316628961658e-06,30846,EHD2,5.797830119828706
gene_1346,7.325486329422115,10.55725804522143,-3.231771715799314,-8.169194190728138,1.4317179723312886e-07,1.6578118515396167e-06,1346,COX7A1,5.780464759958706
gene_3790,6.931799741704678,5.827099852598563,1.104699889106115,6.64583665167492,1.4399202635131316e-07,1.6624342574507603e-06,3790,KCNS3,5.779255520275026
gene_4828,6.03015287850069,8.698644297010807,-2.6684914185101167,-8.521546334202874,1.4555448872815693e-07,1.677458865838372e-06,4828,NMB,5.7753481206722
gene_4199,4.4189408150336424,6.635919687279394,-2.2169788722457513,-8.181240811991085,1.4571821982589885e-07,1.677458865838372e-06,4199,ME1,5.7753481206722
gene_2922,5.300074068391769,4.039084082285609,1.2609899861061598,6.439580023863926,1.4628545990530764e-07,1.6790934256863583e-06,2922,GRP,5.774925138804628
gene_2327,6.107381705833958,9.046800482107448,-2.9394187762734907,-8.004378573205699,1.5520744192816495e-07,1.776337925951766e-06,2327,FMO2,5.7504744116341655
gene_23643,5.5023807072189825,7.020281448178926,-1.5179007409599432,-6.72931484153869,1.558389943600741e-07,1.7809848602916139e-06,23643,LY96,5.749339772350208
gene_440,6.538189045741241,5.121074676113891,1.4171143696273498,6.894995804336864,1.5864581685274332e-07,1.8052248064641413e-06,440,ASNS,5.743468707261092
gene_27303,4.437016668780509,5.80478459648707,-1.367767927706561,-7.824650226785945,1.6339470902057188e-07,1.8565870750150447e-06,27303,RBMS3,5.731284677296034
gene_63924,6.578907758908485,11.443291316364478,-4.8643835574559935,-8.428066368517708,1.6923503265194983e-07,1.9146834568086647e-06,63924,CIDEC,5.717903015076271
gene_284,4.209601903404757,7.414574917143384,-3.204973013738627,-8.541325039593813,1.708941839258394e-07,1.9306886558831958e-06,284,ANGPT1,5.714287755186813
gene_6509,7.041665250210959,5.968370263098037,1.0732949871129218,6.598860313238885,1.7204805247066273e-07,1.936321034469254e-06,6509,SLC1A4,5.713022636728078
gene_5468,4.352374105183618,8.369473670771796,-4.017099565588179,-8.398893034576053,1.7612851733725477e-07,1.9673082056751075e-06,5468,PPARG,5.706127596593846
gene_126,3.261700107329324,7.076044536321762,-3.8143444289924378,-8.568696252388905,1.8259376673667363e-07,2.0309055998866364e-06,126,ADH1C,5.69231026290791
gene_5950,4.606368166250518,8.210156505013678,-3.6037883387631604,-8.395028773381387,1.8655660736738413e-07,2.0691538319947084e-06,5950,RBP4,5.684207220352664
gene_5105,3.2278369862369285,8.361644621790276,-5.133807635553348,-8.537748601981335,1.8836683186682719e-07,2.0863013622052373e-06,5105,PCK1,5.680622958378493
gene_23213,7.276189964181883,5.857016841053939,1.419173123127944,6.822388283058203,1.9183088532837556e-07,2.1157660634611476e-06,23213,SULF1,5.6745323531606955
gene_54873,4.722208173293653,7.600195023542919,-2.8779868502492656,-8.307345183451798,1.9369888357870487e-07,2.1325420903179947e-06,54873,PALMD,5.671102388337484
gene_80310,5.569300814467051,6.84995954743386,-1.2806587329668089,-7.267016914845552,2.0619942391897268e-07,2.23983060617349e-06,80310,PDGFD,5.649784825230974
gene_5168,5.956948752474799,8.90393379758992,-2.946985045115121,-7.425792059493429,2.0680146071860332e-07,2.2432845265038603e-06,5168,ENPP2,5.649115639277544
gene_2109,8.096133098036221,9.737106874159013,-1.6409737761227916,-7.506580635312627,2.0922851949878753e-07,2.2617827477244502e-06,2109,ETFB,5.645549112936516
gene_4023,6.44180158220308,11.62547429717517,-5.18367271497209,-7.940420928681402,2.1000072610707276e-07,2.2655406203108655e-06,4023,LPL,5.644828146674506
gene_5502,5.122754366471794,8.757064492904528,-3.6343101264327338,-8.303149795889592,2.1043951752452438e-07,2.2671771758406124e-06,5502,PPP1R1A,5.644514539210399
gene_7079,4.573102596146236,9.579783154630036,-5.0066805584838,-8.268750387869636,2.1121488604012714e-07,2.272430456483493e-06,7079,TIMP4,5.643509398679201
gene_100133941,9.718688448714614,6.549442318504806,3.1692461302098085,7.730024315776206,2.1363386476036732e-07,2.289099905037477e-06,100133941,CD24,5.640335252646705
gene_1910,4.542433221266571,6.87703911076718,-2.334605889500609,-8.004706009047725,2.1478287921101302e-07,2.2982932210425066e-06,1910,EDNRB,5.638594563917112
gene_50486,7.128277175426275,11.678144772658124,-4.549867597231849,-7.910094356125706,2.1717631481927963e-07,2.3144957599566144e-06,50486,G0S2,5.635543610486758
gene_6035,5.014134770837637,6.373623882493428,-1.3594891116557912,-7.945279557579368,2.205923522904002e-07,2.3451173187985303e-06,6035,RNASE1,5.629835426026788
gene_10460,6.192289015527855,4.958556254073431,1.2337327614544238,6.973921713442172,2.2739921708838363e-07,2.400764194314125e-06,10460,TACC3,5.619650494727387
gene_10628,9.07312368574752,10.61833851462795,-1.5452148288804306,-6.9367800869230365,2.3145623887319962e-07,2.4403336694014117e-06,10628,TXNIP,5.612550788057804
gene_10249,3.333378390234515,6.523149066054153,-3.1897706758196382,-8.459194070406161,2.457185741243638e-07,2.5735272942441654e-06,10249,GLYAT,5.5894712213610545
gene_51389,6.39889692921073,7.5213106429503505,-1.1224137137396202,-7.516380114573326,2.4678565352926807e-07,2.581279875391563e-06,51389,RWDD1,5.588164904503595
gene_216,3.768704110941805,7.390423302336991,-3.621719191395186,-8.129514698140817,2.4757409528232325e-07,2.5847785210068344e-06,216,ALDH1A1,5.587576663875806
gene_1031,5.995064646151209,8.494833948560075,-2.4997693024088656,-8.242748465791077,2.478365073510587e-07,2.5847785210068344e-06,1031,CDKN2C,5.587576663875806
gene_3206,5.323998278129815,6.819883827726847,-1.4958855495970322,-7.569775613494102,2.546177853653722e-07,2.6422032208020294e-06,3206,HOXA10,5.578033782376774
gene_7122,6.723158969508653,7.933398943564314,-1.2102399740556615,-7.41583920397012,2.5923710596595136e-07,2.6866081703584224e-06,7122,CLDN5,5.5707956688328535
gene_8676,3.537078010408393,5.382406229429215,-1.8453282190208218,-8.308720150767707,2.7149650188870853e-07,2.8026246737452697e-06,8676,STX11,5.552435058870268
gene_5837,3.962656902649953,5.456412855397993,-1.4937559527480397,-7.844716628122614,2.7926093378907294e-07,2.8752589232494254e-06,5837,PYGM,5.541323040061246
gene_994,7.621935447492422,6.341188778122215,1.280746669370207,7.000012942251962,3.031182625854894e-07,3.0966687188067398e-06,994,CDC25B,5.509105252922097
gene_5166,4.205224134779936,6.4112967828277165,-2.2060726480477806,-7.900291290519925,3.052581927963905e-07,3.1109126363681813e-06,5166,PDK4,5.507112184994147
gene_10580,5.43238874858955,7.171514524031284,-1.7391257754417344,-7.956540143807918,3.0961041248478855e-07,3.1426650737691197e-06,10580,SORBS1,5.502701900994696
gene_4094,4.375243074643746,5.691825958025519,-1.3165828833817734,-7.560406597980305,3.130941002399102e-07,3.173946225410232e-06,4094,MAF,5.498400435553899
gene_4322,5.080200929983419,3.9881100529502533,1.0920908770331654,6.05378468474265,3.1797194224733615e-07,3.211028680213828e-06,4322,MMP13,5.493355815391772
gene_9270,5.294522950959727,7.180606256484078,-1.8860833055243509,-8.126777455608343,3.193451108013302e-07,3.220776934863479e-06,9270,ITGB1BP1,5.492039352582527
gene_3043,6.041612568837262,9.584223616112393,-3.5426110472751304,-8.007218013276614,3.20740344094003e-07,3.2307225730999256e-06,3043,HBB,5.490700333887276
gene_6445,3.2909386057272836,6.906622971480037,-3.6156843657527538,-8.140232163976277,3.285305611089385e-07,3.2955461781487335e-06,6445,SGCG,5.48207259852095
gene_1410,6.995652514490056,10.655586909877984,-3.6599343953879284,-7.6783952815390535,3.288451802432825e-07,3.2955461781487335e-06,1410,CRYAB,5.48207259852095
gene_7018,5.468410765823604,8.084439638694827,-2.6160288728712224,-7.660144873598527,3.3008551451088045e-07,3.30378366044667e-06,7018,TF,5.480988399048496
gene_845,4.635107867174649,7.023388927126499,-2.38828105995185,-7.986309906720429,3.3231726077874914e-07,3.3219106435060527e-06,845,CASQ2,5.478612053869626
gene_2273,4.993406640951868,9.499896643097312,-4.506490002145444,-8.085979938705632,3.5976543667910714e-07,3.5647022000688946e-06,2273,FHL1,5.447976745831459
