probe_id,mean_tumor,mean_normal,mean_difference_tumor_minus_normal,t_statistic,p_value,fdr_bh,entrez_id,gene_symbol,minus_log10_fdr
gene_5743,3.133864647180661,4.240270399073974,-1.1064057518933126,-4.778328222867123,0.00010664596587340686,0.0004310047044535793,5743,PTGS2,3.365517989451613
gene_4832,9.30329156157904,8.175610429270694,1.1276811323083464,4.774984798480875,0.00010742126476996446,0.00043369413491227475,4832,NME3,3.3628164510180776
gene_10398,7.659536432849678,9.560648051015681,-1.901111618166003,-4.919996562377945,0.00010766951493799666,0.00043447427668132836,10398,MYL9,3.3620359311279877
gene_4653,4.354350265110899,6.349799763062323,-1.995449497951424,-5.072053729581886,0.00010985594458771782,0.00044194212654569923,4653,MYOC,3.3546345989030995
gene_29887,6.779622681061934,8.286953937855595,-1.5073312567936608,-4.738032418990367,0.00011517645218335301,0.00046123146191274784,29887,SNX10,3.33608107590235
gene_2949,5.601306703691042,7.401803259019713,-1.800496555328671,-4.919500097769221,0.00011549967368196469,0.00046229139537074264,2949,GSTM5,3.335084190009426
gene_347,7.625758424574006,10.285818775999683,-2.6600603514256767,-4.663746588766641,0.00011814311728062144,0.00047162209409136284,347,APOD,3.3264058576965385
gene_6581,2.5080479132893982,3.76113634349149,-1.2530884302020917,-5.0043340364376965,0.0001181892014951003,0.00047162209409136284,6581,SLC22A3,3.3264058576965385
gene_185,4.5007006499043385,6.012397259511867,-1.5116966096075286,-4.479331583299379,0.00012735457903684559,0.0005011056854279869,185,AGTR1,3.3000706698258835
gene_2353,6.461567162216507,9.277006429295936,-2.8154392670794284,-4.82302895193317,0.00012768718848158543,0.0005016645410144677,2353,FOS,3.299586594977793
gene_6038,6.094762595281357,8.247794820067242,-2.1530322247858846,-4.856957178721913,0.00012981861529152725,0.0005090256231167779,6038,RNASE4,3.2932603557808378
gene_6696,5.831918706714475,4.49980236909807,1.3321163376164051,4.616702559597403,0.00013458322058861454,0.0005264010366460074,6696,SPP1,3.2786832641334676
gene_1003,4.968072684222809,6.297296716686463,-1.329224032463654,-4.814867671006818,0.00013682550727264173,0.0005346417768095259,1003,CDH5,3.271937108563081
gene_761,2.6996451466689475,4.961321846192008,-2.2616766995230604,-4.895523770065791,0.00013785649236765734,0.0005381377756932229,761,CA3,3.269106520684811
gene_2199,7.345504671094103,8.961846812037376,-1.6163421409432726,-4.775576428139732,0.00013915533615061244,0.0005426714516451291,2199,FBLN2,3.265463024779661
gene_10479,5.5435003667588765,6.595074948683042,-1.0515745819241653,-4.556615646578234,0.00014933064408447256,0.000579601747560052,10479,SLC9A6,3.2368703137554813
gene_23530,4.640353395853167,5.875948861698489,-1.2355954658453214,-4.8230820394413,0.00014960757083189277,0.000580280445412307,23530,NNT,3.2363620642667996
gene_23764,6.336721964479883,7.478191209338343,-1.1414692448584596,-4.78356906724205,0.0001515126040519026,0.0005859427199793706,23764,MAFF,3.2321448372460124
gene_7286,7.970837889808685,6.7358471566135805,1.2349907331951044,4.589424152600807,0.0001517731715549048,0.0005863760938204908,7286,TUFT1,3.231823743915158
gene_2060,7.11003680063136,8.135329139733145,-1.0252923391017843,-4.655768711040821,0.0001576394922080575,0.0006069620038844613,2060,EPS15,3.216838495118816
gene_8673,9.01645214449473,7.765929242548556,1.2505229019461739,4.628338230820612,0.00016127048038644523,0.0006182296036950282,8673,VAMP8,3.208850202744778
gene_6237,6.9311664251206695,8.702081098718898,-1.7709146735982282,-4.75558097763289,0.00017100027988175778,0.0006520469387862102,6237,RRAS,3.1857211396636536
gene_222,5.1311226745188385,3.953433329201768,1.1776893453170705,4.468144613165983,0.00017472501487809393,0.0006650863788271086,222,ALDH3B2,3.177121946558873
gene_533,8.634978322441356,7.590763339092896,1.0442149833484597,4.465879465065828,0.00017634448213940684,0.0006695155651225461,533,ATP6V0B,3.174239321910742
gene_54504,5.77499719290955,7.087075813212091,-1.3120786203025414,-4.48462207586296,0.00017670004930303774,0.000670543147210999,54504,CPVL,3.1735732715144698
gene_9353,5.912820723173192,7.366302075860628,-1.4534813526874357,-4.571583307609314,0.00018358151210207325,0.0006936570340048193,9353,SLIT2,3.158855205417598
gene_2152,5.803727416232346,7.367714729456463,-1.5639873132241169,-4.547115050378336,0.00019132115818132247,0.0007198014226574101,2152,F3,3.1427872993173778
gene_10125,5.866374891781605,4.543010257283864,1.3233646344977412,4.376096024656056,0.00020203154191164273,0.0007529226458122901,10125,RASGRP1,3.1232496402966974
gene_7098,3.942925208953706,5.3711914101290485,-1.4282662011753424,-4.658686913966613,0.00021048841347038396,0.0007825927500826846,7098,TLR3,3.106464179708618
gene_6443,5.1755570398346595,6.347266104082081,-1.1717090642474215,-4.663100386080534,0.00022249984049705314,0.00082260357696874,6443,SGCB,3.084809406358076
gene_8685,5.49676543914755,6.640944685572685,-1.1441792464251348,-4.393599088981847,0.00022710403033821287,0.0008353239532281636,8685,MARCO,3.0781450648581643
gene_1289,7.562175988968258,6.5254128932652185,1.0367630957030398,4.270630041817123,0.0002275422700577616,0.0008363147200676483,1289,COL5A1,3.077630259082851
gene_23301,7.310202094340163,8.791522850262767,-1.4813207559226047,-4.63029956455219,0.00022796212644559386,0.0008373101918794674,23301,EHBP1,3.0771136224545823
gene_64219,7.257754976399187,8.769302801208221,-1.5115478248090346,-4.595057434920191,0.0002369994119580032,0.0008660098497453695,64219,PJA1,3.0624771684148295
gene_1738,6.034965123012641,7.184866105281379,-1.149900982268738,-4.534745308302337,0.00024134255916394702,0.0008784865440798813,1738,DLD,3.056264886276383
gene_1466,6.928806463959299,8.00441912998132,-1.075612666022021,-4.409660309320457,0.0002429554247464644,0.0008837489586470885,1466,CSRP2,3.0536710849394173
gene_6275,9.53296869448483,11.129803298405529,-1.5968346039206978,-4.494570434961826,0.00024582048269912357,0.0008921159705307807,6275,S100A4,3.049578685884169
gene_5264,7.896923628600493,9.597870636852535,-1.7009470082520428,-4.550406567118953,0.00025036610870347783,0.0009073617074031044,5264,PHYH,3.042219552835531
gene_10393,4.925300036132305,6.075550655946842,-1.1502506198145372,-4.540786991483771,0.0002512468699605674,0.0009097187217233383,10393,ANAPC10,3.0410928675542905
gene_1892,9.740596346066766,10.969553372800291,-1.228957026733525,-4.545648767524903,0.00025171304816744836,0.0009107423324404935,1892,ECHS1,3.0406044764053446
gene_4330,4.032422979256139,5.07411017890125,-1.0416871996451116,-4.484653312863108,0.0002574672774635382,0.0009282502797230965,4330,MN1,3.0323349112295395
gene_23090,5.56868092174492,7.229063414470051,-1.6603824927251312,-4.485071255463585,0.0002709586764253979,0.0009708532975187692,23090,ZNF423,3.012846389959657
gene_4501,9.15506688824777,10.62966627269283,-1.4745993844450602,-4.464910065133923,0.000275925344053213,0.0009864112458072536,4501,MT1X,3.0059419851104248
gene_3669,7.573059903413889,6.249992408621818,1.3230674947920713,4.294172367990232,0.0002784057977716576,0.000992582656886131,3669,ISG20,3.0032333173761065
gene_3037,3.6700678017991657,4.990290742503564,-1.3202229407043986,-4.477000898678231,0.0003041711963521535,0.0010737773525225554,3037,HAS2,2.969085760158781
gene_3400,4.680451479116316,5.740609443413626,-1.0601579642973098,-4.203444602405437,0.0003050589697702892,0.0010754690554803457,3400,ID4,2.9684020810714697
gene_9318,7.098247275033666,8.140475948132572,-1.042228673098906,-4.398564800313053,0.0003056399001890811,0.0010770362747849949,9318,COPS2,2.9677696693355795
gene_140609,7.85393171166531,9.655260942925109,-1.8013292312597988,-4.465585251174213,0.0003256762367707487,0.0011389292509690755,140609,NEK7,2.943503252978003
gene_2213,4.543332565739655,5.950189699689055,-1.4068571339494005,-4.398791441192203,0.00032813483585601363,0.001145064427200592,2213,FCGR2B,2.9411700770004887
gene_5311,5.368215277280451,6.809471308954664,-1.4412560316742127,-4.390595039495434,0.0003285030174745583,0.0011458429015002592,5311,PKD2,2.940874921363745
gene_1634,7.106818254156901,8.44564845269472,-1.338830198537818,-4.404411288719905,0.000336030358588061,0.0011680278367931715,1634,DCN,2.932546806862653
gene_23328,7.059598321441108,8.383272380477514,-1.3236740590364064,-4.325909958722241,0.0003360465043933248,0.0011680278367931715,23328,SASH1,2.932546806862653
gene_308,9.320784773180876,10.698610548896967,-1.3778257757160919,-4.367424202057292,0.00033994728800387287,0.0011795095489308366,308,ANXA5,2.928298538855381
gene_5157,6.221610421218607,8.143928900329312,-1.9223184791107055,-4.385387195889429,0.00034188825355664393,0.001184682553021859,5157,PDGFRL,2.9263980074095204
gene_51110,4.800275552773175,6.115002034709383,-1.3147264819362086,-4.34200405466723,0.00034270754852469825,0.0011870006625875184,51110,LACTB2,2.92554903862079
gene_1848,6.929304655959592,8.137775262344482,-1.20847060638489,-4.200002524659501,0.0003459547971833745,0.0011971976482721771,1848,DUSP6,2.9218341449419527
gene_7424,5.12462269105183,6.438931400206637,-1.3143087091548065,-4.345678852188297,0.00034729590938599306,0.001201312219194563,7424,VEGFC,2.920344105460257
gene_2879,11.019463457157022,12.259385683998358,-1.2399222268413368,-4.379833602025116,0.00035923170111770404,0.0012388003247714011,2879,GPX4,2.9069986894579625
gene_5638,4.974289961710461,6.113810493452027,-1.1395205317415655,-4.32351239605666,0.0003598972482516686,0.0012405537186571049,5638,PRRG1,2.9063844250949282
gene_9332,5.065924540314769,6.2457609858344645,-1.1798364455196957,-4.257027833657237,0.00036258359829593713,0.001248179021683965,9332,CD163,2.903723120940728
gene_3915,8.102108480557439,9.545988246827344,-1.4438797662699052,-4.398601830605157,0.00036687284966576696,0.001260593721479696,3915,LAMC1,2.8994248602545993
gene_7855,4.151458820807779,5.1651552675011905,-1.0136964466934115,-4.393915038948216,0.00037532275782972024,0.0012851480926152922,7855,FZD5,2.891046824005987
gene_10400,7.120735322759842,8.848205646126814,-1.7274703233669726,-4.395945640029504,0.0003807799340757343,0.001302303655000465,10400,PEMT,2.8852877405640323
gene_214,6.741853293685189,5.491174297227724,1.2506789964574647,4.27436488704474,0.0003825742039630334,0.00130784414637367,214,ALCAM,2.8834440070842104
gene_9236,4.891841191704298,6.006687940819753,-1.114846749115455,-4.332494860706355,0.0003912258452086541,0.001333409796984351,9236,CCPG1,2.8750363582995413
gene_4318,8.354413543441341,6.346198264333914,2.008215279107427,4.1903536269856865,0.0003928543929282585,0.001337805580402957,4318,MMP9,2.8736069968023146
gene_29760,6.4763660573662225,5.245368462069371,1.2309975952968513,4.154537062709019,0.00040231795072931344,0.0013664967126491992,29760,BLNK,2.864391408742656
gene_6767,8.097796284106465,9.110970334992464,-1.0131740508859988,-4.258534824176836,0.00041928648278103124,0.0014204656175554713,6767,ST13,2.847569273934462
gene_1808,8.411282368503946,9.572739268188709,-1.1614568996847634,-4.170603528918107,0.00042156908874311155,0.0014275862323346277,1808,DPYSL2,2.845397649039389
gene_5160,6.88342705825209,8.015685033885806,-1.132257975633716,-4.343221435815844,0.00043141319675291996,0.0014565498139195421,5160,PDHA1,2.836674657936118
gene_283,6.715721724755811,8.484943185347758,-1.7692214605919467,-4.2882250623216125,0.0004341609310140529,0.0014652003727427248,283,ANG,2.8341029795242223
gene_7021,5.765460301030156,4.3975706942503,1.3678896067798565,3.930476457882105,0.0004387886371042635,0.001477030633935366,7021,TFAP2B,2.8306104972329917
gene_5184,6.880099924882219,8.026554025995996,-1.1464541011137763,-4.272037262119973,0.0004438860587523188,0.0014929166124220876,5184,PEPD,2.825964449325426
gene_1959,6.727762374214449,7.739068436149764,-1.011306061935315,-4.072404290237745,0.0004513092185200012,0.0015159459373255846,1959,EGR2,2.819316286527075
gene_27242,5.311668807468486,6.449774404211,-1.1381055967425144,-4.168769793168641,0.00048550823048411346,0.0016191125405967245,27242,TNFRSF21,2.790722963438417
gene_822,7.967615116997961,6.927524671928157,1.0400904450698043,4.068279534103603,0.0004870031752452701,0.0016234124419214427,822,CAPG,2.789571129899577
gene_8910,6.27136005170072,7.970245886806185,-1.6988858351054654,-4.089672277469334,0.0005332172287464457,0.0017523164608450612,8910,SGCE,2.7563874593621636
gene_9547,7.531126533827142,8.72480938351377,-1.1936828496866285,-3.837209329911751,0.0005598219217410761,0.0018275790475358734,9547,CXCL14,2.7381238296006365
gene_4256,8.340183444114288,6.967728397858728,1.3724550462555598,3.9174961569450146,0.0005714682296629443,0.0018617510765875705,4256,MGP,2.7300783863467357
gene_26275,6.275907341021063,7.328267726577088,-1.0523603855560246,-4.140757422508382,0.0005805559300109506,0.0018866873165829122,26275,HIBCH,2.72430007012383
gene_2200,6.781515849803498,8.347887046797782,-1.5663711969942833,-4.162793125447341,0.0005874901773769677,0.0019068680356538897,2200,FBN1,2.7196793611597565
gene_55540,6.376866266114101,5.329529611779428,1.0473366543346732,3.989836426863068,0.0006008688773494196,0.0019436873578717619,55540,IL17RB,2.7113735900633067
gene_6812,6.092207163419788,7.493204686024628,-1.4009975226048397,-4.1194086256120395,0.0006030007345687792,0.0019492004915635079,6812,STXBP1,2.710143487767199
gene_116039,5.375945206736849,6.83279221468432,-1.456847007947471,-4.059947153534793,0.0006099424012384974,0.0019684164865469613,116039,OSR2,2.7058830061728143
gene_6355,5.714038460174818,7.426055538840603,-1.7120170786657853,-4.062935773862152,0.0006394054330083197,0.0020492632729166805,6355,CCL8,2.688402243341108
gene_9023,4.089567135609342,5.41009933878248,-1.320532203173138,-4.071981886805009,0.0006648232691230321,0.0021212563055614483,9023,CH25H,2.673406853705984
gene_4815,5.728511636402837,6.750500761002036,-1.021989124599199,-4.011897237166166,0.0006728211574681557,0.0021450418572975475,4815,NINJ2,2.6685642287864884
gene_5352,6.317315426340845,7.924338806692346,-1.6070233803515013,-4.079516118079843,0.0006793943800252704,0.0021607641639386065,5352,PLOD2,2.665392631492197
gene_1363,6.363953151862021,7.677519768740056,-1.3135666168780347,-3.9919069569387813,0.0006829116416696813,0.0021702025087587417,1363,CPE,2.6634997388090964
gene_3728,7.55763227395518,6.273953917696823,1.2836783562583571,3.948713534439034,0.000683443835814912,0.00217102010113852,3728,JUP,2.66333615546169
gene_23767,5.1092465035125585,4.091128919968941,1.0181175835436171,3.6733223840828404,0.000699669808175614,0.00221632269360723,23767,FLRT3,2.6543670066466416
gene_7033,8.733662518717836,7.05755920741025,1.6761033113075854,3.813845663122947,0.0007181180441230243,0.002269298997374759,7033,TFF3,2.64410827874925
gene_6422,5.858390539861716,7.2652256700172515,-1.4068351301555353,-3.827875985638922,0.0007376918897902497,0.002322788219168103,6422,SFRP1,2.633990385309309
gene_54793,5.194750895565642,6.26540558340634,-1.0706546878406975,-3.9804921101381145,0.0007752136728633455,0.0024264218686491632,54793,KCTD9,2.6150336885072925
gene_1278,10.981889449289067,9.586859175494832,1.3950302737942355,3.95166474974644,0.0008227746968470292,0.0025651211136995616,1278,COL1A2,2.5908921245990904
gene_1718,9.097479979018248,8.045740878305521,1.0517391007127266,3.8342071695383275,0.0008252348531446932,0.002570761197350549,1718,DHCR24,2.589938263882113
gene_4057,8.994662210971768,6.7463574670228965,2.2483047439488715,3.8240663000718578,0.0008348626301736956,0.0025976172554266516,4057,LTF,2.5854248394453103
gene_3357,3.2589115251184175,4.51888879711729,-1.2599772719988724,-4.056714731807818,0.0008351716109317802,0.0025976172554266516,3357,HTR2B,2.5854248394453103
gene_3306,7.02862842944647,6.018239670785477,1.0103887586609925,3.668489107399447,0.0008380612160752237,0.0026035284906947447,3306,HSPA2,2.5844376654306505
gene_5434,7.122185010146312,8.265011188759368,-1.1428261786130562,-3.9810903658052017,0.0008835641946223522,0.002726653554096411,5434,POLR2E,2.5643700395803437
gene_2258,5.797582949562569,7.152805868591009,-1.3552229190284395,-3.8359043300042748,0.000935950793502727,0.0028670300295931092,2258,FGF13,2.5425677581807284
gene_3240,5.25684053477678,6.513061592171456,-1.2562210573946766,-3.9374791416170374,0.0009981906815213454,0.0030248318541727034,3240,HP,2.5192987621138534
gene_3725,7.45215091814835,8.599171355150755,-1.1470204370024053,-3.928412409428806,0.0010127707648244094,0.0030631370087393184,3725,JUN,2.513833577529462
gene_54532,5.487591060510938,6.633021901376516,-1.1454308408655782,-3.92901849616481,0.0010338534517095562,0.00312092534715228,54532,USP53,2.5057166195780445
gene_3956,10.67448527274545,12.061266277459486,-1.3867810047140363,-3.826908186956022,0.0011984772500959098,0.003528849680837957,3956,LGALS1,2.4523668409806407
gene_1191,7.049096765218765,8.095330770219578,-1.0462340050008123,-3.713817437125387,0.0012667883995314659,0.0037010092456899687,1191,CLU,2.431679829969163
gene_3417,8.671436623402537,9.876019062627321,-1.2045824392247848,-3.761782769631049,0.0012985479034420433,0.003789454430009313,3417,IDH1,2.4214233111642978
gene_2799,6.642006227519361,7.711126224169202,-1.0691199966498406,-3.8034952642134474,0.001350581239868455,0.003924039753951872,2799,GNS,2.4062666014871765
gene_712,7.127968072244005,8.235510285091497,-1.107542212847492,-3.6352604391270775,0.0014244264423269918,0.004115878380920693,712,C1QA,2.385537466580982
gene_4886,4.864286158497967,6.478799044538667,-1.6145128860407008,-3.5354138559699972,0.0015271460557513558,0.004374273631580869,4886,NPY1R,2.359094053267136
gene_664,6.731150064240939,8.057682504240232,-1.3265324399992924,-3.688466642501051,0.0016355275964302874,0.004652651811603019,664,BNIP3,2.332299447350159
gene_25975,4.656573405001842,6.996612009269274,-2.3400386042674324,-3.709504410959098,0.001731464124443289,0.004886837809409812,25975,EGFL6,2.3109720746504085
gene_7060,6.6910632022034875,8.265750247249596,-1.5746870450461081,-3.611040390277769,0.0017910473406022756,0.005028048648679762,7060,THBS4,2.298600528967193
gene_3045,3.58662333255406,4.65499007535719,-1.0683667428031294,-3.6679353294808683,0.0020079902807459376,0.005567801701913859,3045,HBD,2.2543162405846617
gene_2326,5.347384373541585,6.452802695873029,-1.1054183223314435,-3.513431523405874,0.002206055911600556,0.006032279617004707,2326,FMO1,2.2195185356217615
gene_4314,5.537436104456598,4.433086988661437,1.104349115795161,3.4014932394523685,0.0023976244971501866,0.0064909292608827645,4314,MMP3,2.1876931238492605
gene_10413,6.7544226723816685,7.893593960327506,-1.139171287945837,-3.5225119917569567,0.002398681019618232,0.006491564089076483,10413,YAP1,2.1876506509013796
gene_1282,7.955920831775191,9.495502487619532,-1.5395816558443416,-3.5366049354431834,0.0025046775961395044,0.0067277003322155325,1282,COL4A1,2.17213336128916
gene_1509,8.054570605217181,7.052966225314471,1.0016043799027106,3.415975624890988,0.002530493907320782,0.006780899350564036,1509,CTSD,2.1687127018431718
gene_2059,6.607725450823913,8.087529548957082,-1.4798040981331697,-3.4784377858925635,0.002652520284923729,0.007059977313799356,2059,EPS8,2.1511966944875143
gene_10742,6.251830304893846,7.341568960921486,-1.0897386560276399,-3.328519114300215,0.002858852006166641,0.007545572958789426,10742,RAI2,2.1223077773074714
gene_710,8.184902423020343,9.422304866232482,-1.2374024432121384,-3.4078735473099133,0.0029720982735512882,0.007800152896721344,710,SERPING1,2.1078968842900867
gene_5806,3.292019453747698,4.300657453162096,-1.0086379994143977,-3.282448264072361,0.00327156127715513,0.008459567585361514,5806,PTX3,2.072651835553285
gene_969,4.048177224200666,5.167020722214395,-1.118843498013729,-3.282143954277364,0.003345844670472272,0.008626227673104647,969,CD69,2.0641790836502834
gene_1728,7.897624577336423,9.131939474947579,-1.2343148976111564,-3.306531174547085,0.0034154298175768463,0.008779833746550897,1728,NQO1,2.0565137077430036
gene_5358,7.85808146981785,9.154580956635058,-1.2964994868172086,-3.3502047457917508,0.0034454715193579736,0.00884266772452711,5358,PLS3,2.0534166938942366
gene_10537,6.591080013515067,5.193447534477445,1.3976324790376218,3.200368459462988,0.003545926868046566,0.009071002422080898,10537,UBD,2.0423447170939655
gene_23259,7.2900236202627955,8.307492992877215,-1.0174693726144195,-3.2605303397942778,0.003885006931632943,0.009789374517902153,23259,DDHD2,2.0092450561132695
gene_7980,3.879753775707866,5.040176509295713,-1.160422733587847,-3.2127570189280954,0.0038986226576954598,0.009814288532936258,7980,TFPI2,2.0081411782258938
gene_56944,7.657376177797126,8.773462691853565,-1.1160865140564393,-3.255317122857809,0.003993770808949693,0.010009142519287757,56944,OLFML3,1.9996031268256644
gene_1359,4.9636220778839535,6.03759890013783,-1.0739768222538766,-3.249548374307249,0.004022022128618186,0.010063322098003348,1359,CPA3,1.9972586265701526
gene_51449,6.913689213218274,8.59864143958818,-1.684952226369906,-3.3218438258557845,0.004023035059313229,0.010063322098003348,51449,PCYOX1,1.9972586265701526
gene_26994,8.556353784960649,9.629746613643663,-1.0733928286830139,-3.2092144834445033,0.004852140442301109,0.011840962012624183,26994,RNF11,1.926613012156857
gene_8404,8.579189509068456,9.833352418666198,-1.254162909597742,-3.149744204698951,0.004956425124248842,0.012057211503937364,8404,SPARCL1,1.9187531207597595
gene_5641,7.402910925653681,8.734627245912794,-1.3317163202591127,-3.1669857364590555,0.0051680176871808725,0.012526653061899125,5641,LGMN,1.9021649506272162
gene_7263,8.348538234985384,9.454585860954273,-1.1060476259688894,-3.035198072130573,0.007140172965177505,0.01668223251657005,7263,TST,1.7777458299124635
gene_79901,7.227620709311839,8.379870641828534,-1.1522499325166944,-2.9875902017879175,0.007365636818903411,0.017117844013796422,79901,CYBRD1,1.7665509354459095
gene_64084,6.037271897459678,7.297419324612584,-1.2601474271529058,-2.8858389984570736,0.008528508302463296,0.019493380626498597,64084,CLSTN2,1.7101128371206216
gene_3866,7.924473292425445,6.256469551871644,1.6680037405538002,2.893429908513436,0.008613906973689568,0.01964876469417288,3866,KRT15,1.706664748258942
gene_22795,5.651307226610041,6.682464526294263,-1.0311572996842218,-2.88191711850626,0.00921547109978129,0.020792735792849387,22795,NID2,1.6820883648498548
gene_1306,6.840163644801231,8.112761060078899,-1.2725974152776685,-2.906180581830159,0.009219340720911929,0.02079552518510183,1306,COL15A1,1.6820301071763466
gene_1284,7.825593054661077,8.972421980827741,-1.1468289261666644,-2.9033536903544372,0.009430702396528835,0.021217736987290087,1284,COL4A2,1.6733009383584458
gene_51421,6.9830115362406975,8.2215631654915,-1.2385516292508019,-2.9130528200048413,0.009686565325297176,0.021737654553529922,51421,AMOTL2,1.6627873171683416
gene_25976,6.919025481896211,7.966467408006806,-1.0474419261105945,-2.80768115153089,0.011662566544679325,0.025554741399370876,25976,TIPARP,1.5925285095197204
gene_8694,6.755828840664678,7.823322598467771,-1.067493757803093,-2.788354224030182,0.012523815419449458,0.027230333250934022,8694,DGAT1,1.5649470436341038
gene_10424,7.734783903228406,8.894672323789484,-1.159888420561078,-2.742426388593417,0.0137283422882269,0.029451974748744315,10424,PGRMC2,1.5308855805464736
gene_3872,7.1966962800670515,6.073295674918641,1.1234006051484107,2.6279840467587188,0.01491093802611414,0.03169914924097867,3872,KRT17,1.4989523934575324
gene_4246,5.563409431182687,4.409769953569324,1.1536394776133632,2.5516208737732753,0.016013844111460937,0.03375002053595063,4246,SCGB2A1,1.4717259585767393
gene_929,7.487234186868651,8.527447799322115,-1.0402136124534636,-2.621370654231139,0.016508738556404102,0.034626695452834845,929,CD14,1.4605889527207494
gene_8842,5.213888132409154,4.189404013878935,1.0244841185302187,2.505963556081697,0.017566624335625277,0.03654468713868093,8842,PROM1,1.4371757517859212
gene_563,9.214542000492408,8.144473092532243,1.0700689079601649,2.4459834395446816,0.022520686340756782,0.04534570628071298,563,AZGP1,1.343463829372907
